member_id,segment,tier,join_date,channel,monthly_fee,status,churn_date
M100369,CapitalOneConcierge,Standard,2024-11-06,Partner,25.0,Active,
M100370,CapitalOneConcierge,Premium,2025-01-05,Partner,150.0,Active,
M100371,VelocityBlack,Standard,2025-11-03,Referral,25.0,Active,
M100372,VelocityBlack,Plus,2025-04-16,Direct,60.0,Active,
M100373,VelocityBlack,Standard,2025-06-26,Direct,25.0,Churned,2025-09-08
M100374,VelocityBlack,Plus,2025-10-27,Direct,60.0,Active,
M100375,VelocityBlack,Plus,2024-11-11,Direct,60.0,Active,
M100376,CapitalOneConcierge,Standard,2025-05-19,Partner,25.0,Active,
M100377,VelocityBlack,Premium,2024-09-21,Direct,150.0,Active,
M100378,VelocityBlack,Standard,2025-05-30,Partner,25.0,Active,
M100379,CapitalOneConcierge,Plus,2025-01-02,Direct,60.0,Active,
M100380,CapitalOneConcierge,Standard,2026-01-08,Referral,25.0,Churned,2025-09-17
M100381,CapitalOneConcierge,Standard,2025-01-21,Referral,25.0,Churned,2025-09-15
M100382,CapitalOneConcierge,Plus,2024-12-20,Direct,60.0,Active,
M100383,CapitalOneConcierge,Standard,2024-09-10,Referral,25.0,Active,
M100384,VelocityBlack,Plus,2024-11-13,Direct,60.0,Active,
M100385,CapitalOneConcierge,Standard,2024-12-28,Partner,25.0,Active,
M100386,CapitalOneConcierge,Standard,2025-01-04,Referral,25.0,Active,
M100387,CapitalOneConcierge,Standard,2025-10-06,Partner,25.0,Churned,2025-09-23
M100388,VelocityBlack,Standard,2025-12-26,Partner,25.0,Active,
M100389,CapitalOneConcierge,Premium,2025-12-08,Direct,150.0,Active,
M100390,CapitalOneConcierge,Premium,2026-02-01,Partner,150.0,Active,
M100391,VelocityBlack,Plus,2026-01-01,Partner,60.0,Active,
M100392,CapitalOneConcierge,Standard,2025-05-06,Direct,25.0,Active,
M100393,CapitalOneConcierge,Standard,2025-04-01,Direct,25.0,Active,
M100394,VelocityBlack,Plus,2025-08-19,Partner,60.0,Active,
M100395,CapitalOneConcierge,Standard,2025-02-22,Partner,25.0,Active,
M100396,CapitalOneConcierge,Standard,2025-07-25,Direct,25.0,Churned,2025-07-10
M100397,VelocityBlack,Plus,2026-02-24,Referral,60.0,Active,
M100398,CapitalOneConcierge,Standard,2024-12-18,Partner,25.0,Active,
M100399,VelocityBlack,Plus,2025-10-23,Direct,60.0,Churned,2025-12-24
M100400,VelocityBlack,Standard,2026-01-21,Direct,25.0,Churned,2025-11-04
M100401,CapitalOneConcierge,Standard,2025-06-20,Partner,25.0,Active,
M100402,CapitalOneConcierge,Plus,2025-03-14,Partner,60.0,Active,
M100403,VelocityBlack,Standard,2025-01-18,Partner,25.0,Active,
M100404,CapitalOneConcierge,Standard,2024-12-02,Direct,25.0,Active,
M100405,CapitalOneConcierge,Standard,2025-02-23,Partner,25.0,Active,
M100406,VelocityBlack,Plus,2025-10-11,Partner,60.0,Active,
M100407,CapitalOneConcierge,Standard,2025-06-08,Partner,25.0,Active,
M100408,VelocityBlack,Standard,2024-12-31,Direct,25.0,Active,
M100409,CapitalOneConcierge,Plus,2025-06-22,Partner,60.0,Active,
M100410,CapitalOneConcierge,Standard,2025-11-13,Direct,25.0,Active,
M100411,CapitalOneConcierge,Standard,2024-09-10,Direct,25.0,Active,
M100412,VelocityBlack,Premium,2024-09-14,Partner,150.0,Active,
M100413,CapitalOneConcierge,Standard,2026-02-03,Partner,25.0,Active,
M100414,VelocityBlack,Premium,2025-10-12,Direct,150.0,Active,
M100415,VelocityBlack,Standard,2025-07-10,Partner,25.0,Active,
M100416,VelocityBlack,Standard,2026-01-05,Direct,25.0,Active,
M100417,CapitalOneConcierge,Standard,2025-07-18,Direct,25.0,Churned,2025-08-02
M100418,VelocityBlack,Premium,2025-06-11,Direct,150.0,Active,
M100419,CapitalOneConcierge,Plus,2024-12-26,Direct,60.0,Churned,2025-11-25
M100420,CapitalOneConcierge,Standard,2025-11-14,Partner,25.0,Active,
M100421,VelocityBlack,Plus,2025-10-21,Partner,60.0,Active,
M100422,VelocityBlack,Plus,2025-02-09,Partner,60.0,Active,
M100423,VelocityBlack,Standard,2025-10-06,Direct,25.0,Active,
M100424,CapitalOneConcierge,Plus,2025-09-30,Direct,60.0,Churned,2025-08-12
M100425,CapitalOneConcierge,Premium,2024-10-24,Direct,150.0,Active,
M100426,VelocityBlack,Plus,2024-11-28,Partner,60.0,Active,
M100427,CapitalOneConcierge,Plus,2025-07-21,Direct,60.0,Active,
M100428,VelocityBlack,Standard,2025-08-05,Direct,25.0,Active,
M100429,CapitalOneConcierge,Premium,2025-08-24,Partner,150.0,Active,
M100430,CapitalOneConcierge,Standard,2025-03-23,Partner,25.0,Active,
M100431,CapitalOneConcierge,Standard,2025-11-28,Direct,25.0,Churned,2025-11-07
M100432,CapitalOneConcierge,Plus,2025-05-01,Direct,60.0,Active,
M100433,CapitalOneConcierge,Standard,2024-12-23,Partner,25.0,Active,
M100434,VelocityBlack,Plus,2024-11-04,Direct,60.0,Active,
M100435,VelocityBlack,Premium,2025-12-20,Direct,150.0,Active,
M100436,VelocityBlack,Standard,2025-09-19,Referral,25.0,Churned,2025-12-11
M100437,CapitalOneConcierge,Plus,2025-05-10,Direct,60.0,Active,
M100438,CapitalOneConcierge,Standard,2024-12-25,Direct,25.0,Churned,2025-11-06
M100439,CapitalOneConcierge,Plus,2024-10-25,Direct,60.0,Active,
M100440,CapitalOneConcierge,Standard,2024-11-24,Direct,25.0,Churned,2026-02-11
M100441,VelocityBlack,Standard,2024-10-30,Direct,25.0,Churned,2026-01-30
M100442,CapitalOneConcierge,Standard,2025-06-15,Direct,25.0,Active,
M100443,VelocityBlack,Standard,2024-12-18,Partner,25.0,Active,
M100444,VelocityBlack,Plus,2024-11-11,Direct,60.0,Active,
M100445,CapitalOneConcierge,Standard,2025-02-02,Referral,25.0,Active,
M100446,CapitalOneConcierge,Standard,2025-09-15,Referral,25.0,Active,
M100447,CapitalOneConcierge,Standard,2025-05-29,Direct,25.0,Active,
M100448,VelocityBlack,Plus,2024-11-25,Direct,60.0,Active,
M100449,CapitalOneConcierge,Plus,2025-10-12,Partner,60.0,Active,
M100450,VelocityBlack,Plus,2025-05-25,Referral,60.0,Active,
M100451,CapitalOneConcierge,Plus,2024-12-12,Referral,60.0,Active,
M100452,CapitalOneConcierge,Standard,2025-09-11,Direct,25.0,Active,
M100453,VelocityBlack,Plus,2026-02-21,Direct,60.0,Active,
M100454,VelocityBlack,Premium,2025-06-21,Direct,150.0,Active,
M100455,VelocityBlack,Plus,2024-11-29,Partner,60.0,Churned,2025-07-12
M100456,CapitalOneConcierge,Standard,2025-02-17,Partner,25.0,Active,
M100457,CapitalOneConcierge,Premium,2025-07-23,Direct,150.0,Active,
M100458,CapitalOneConcierge,Standard,2026-02-24,Partner,25.0,Active,
M100459,CapitalOneConcierge,Plus,2026-01-17,Direct,60.0,Active,
M100460,CapitalOneConcierge,Premium,2026-01-19,Partner,150.0,Active,
M100461,VelocityBlack,Premium,2025-11-26,Direct,150.0,Active,
M100462,CapitalOneConcierge,Standard,2025-07-10,Partner,25.0,Active,
M100463,VelocityBlack,Standard,2025-08-18,Partner,25.0,Active,
M100464,CapitalOneConcierge,Standard,2025-10-04,Partner,25.0,Active,
M100465,CapitalOneConcierge,Plus,2025-09-24,Direct,60.0,Active,
M100466,CapitalOneConcierge,Standard,2025-08-13,Partner,25.0,Active,
M100467,CapitalOneConcierge,Plus,2024-11-14,Partner,60.0,Active,
M100468,VelocityBlack,Plus,2025-12-22,Direct,60.0,Active,
M100469,CapitalOneConcierge,Standard,2024-09-08,Direct,25.0,Active,
M100470,VelocityBlack,Plus,2025-04-21,Partner,60.0,Active,
M100471,CapitalOneConcierge,Plus,2025-04-25,Direct,60.0,Active,
M100472,VelocityBlack,Premium,2026-02-22,Direct,150.0,Active,
M100473,VelocityBlack,Premium,2024-10-21,Direct,150.0,Active,
M100474,VelocityBlack,Premium,2025-05-17,Direct,150.0,Active,
M100475,VelocityBlack,Standard,2025-03-15,Direct,25.0,Active,
M100476,VelocityBlack,Plus,2024-10-25,Partner,60.0,Churned,2025-09-10
M100477,CapitalOneConcierge,Plus,2025-01-01,Direct,60.0,Active,
M100478,CapitalOneConcierge,Standard,2025-04-18,Partner,25.0,Active,
M100479,VelocityBlack,Plus,2026-01-10,Direct,60.0,Churned,2026-02-05
M100480,VelocityBlack,Plus,2025-03-31,Direct,60.0,Active,
M100481,VelocityBlack,Standard,2025-12-22,Direct,25.0,Active,
M100482,CapitalOneConcierge,Plus,2025-10-04,Partner,60.0,Active,
M100483,VelocityBlack,Plus,2025-11-19,Referral,60.0,Churned,2025-08-10
M100484,VelocityBlack,Standard,2025-12-08,Direct,25.0,Active,
M100485,VelocityBlack,Standard,2025-09-23,Direct,25.0,Active,
M100486,CapitalOneConcierge,Standard,2025-10-04,Direct,25.0,Churned,2025-07-27
M100487,VelocityBlack,Premium,2024-11-25,Direct,150.0,Active,
M100488,CapitalOneConcierge,Standard,2025-09-25,Partner,25.0,Active,
M100489,CapitalOneConcierge,Standard,2024-09-29,Direct,25.0,Active,
M100490,CapitalOneConcierge,Standard,2025-10-06,Referral,25.0,Active,
M100491,CapitalOneConcierge,Plus,2025-08-22,Partner,60.0,Churned,2025-07-19
M100492,CapitalOneConcierge,Plus,2025-10-16,Direct,60.0,Active,
M100493,VelocityBlack,Standard,2025-08-15,Partner,25.0,Active,
M100494,CapitalOneConcierge,Standard,2025-03-21,Direct,25.0,Churned,2026-01-27
M100495,CapitalOneConcierge,Standard,2025-03-21,Partner,25.0,Active,
M100496,VelocityBlack,Plus,2025-07-21,Direct,60.0,Active,
M100497,CapitalOneConcierge,Plus,2025-05-16,Partner,60.0,Active,
M100498,VelocityBlack,Standard,2025-03-05,Direct,25.0,Active,
M100499,CapitalOneConcierge,Premium,2025-05-25,Direct,150.0,Active,
M100500,CapitalOneConcierge,Standard,2025-06-19,Partner,25.0,Active,
M100501,CapitalOneConcierge,Plus,2025-01-10,Direct,60.0,Churned,2025-10-29
M100502,CapitalOneConcierge,Plus,2025-08-13,Direct,60.0,Active,
M100503,CapitalOneConcierge,Standard,2025-02-19,Partner,25.0,Active,
M100504,CapitalOneConcierge,Premium,2025-01-25,Direct,150.0,Active,
M100505,CapitalOneConcierge,Standard,2025-04-16,Referral,25.0,Active,
M100506,VelocityBlack,Plus,2024-10-28,Partner,60.0,Active,
M100507,CapitalOneConcierge,Plus,2025-07-25,Partner,60.0,Active,
M100508,CapitalOneConcierge,Premium,2025-10-04,Direct,150.0,Active,
M100509,VelocityBlack,Premium,2026-02-01,Direct,150.0,Active,
M100510,VelocityBlack,Premium,2025-02-03,Referral,150.0,Active,
M100511,CapitalOneConcierge,Plus,2025-06-20,Direct,60.0,Active,
M100512,VelocityBlack,Plus,2025-06-01,Direct,60.0,Active,
M100513,VelocityBlack,Standard,2025-10-02,Direct,25.0,Churned,2025-10-26
M100514,VelocityBlack,Plus,2025-08-06,Direct,60.0,Churned,2026-01-28
M100515,VelocityBlack,Standard,2025-11-12,Partner,25.0,Active,
M100516,VelocityBlack,Standard,2025-12-06,Partner,25.0,Active,
M100517,CapitalOneConcierge,Plus,2024-11-03,Partner,60.0,Active,
M100518,VelocityBlack,Plus,2025-03-13,Referral,60.0,Active,
M100519,CapitalOneConcierge,Standard,2025-08-21,Direct,25.0,Active,
M100520,CapitalOneConcierge,Premium,2025-06-23,Direct,150.0,Active,
M100521,VelocityBlack,Standard,2025-05-21,Direct,25.0,Active,
M100522,VelocityBlack,Plus,2024-12-05,Partner,60.0,Active,
M100523,CapitalOneConcierge,Standard,2025-07-09,Direct,25.0,Active,
M100524,VelocityBlack,Standard,2025-10-07,Partner,25.0,Active,
M100525,VelocityBlack,Premium,2024-09-23,Direct,150.0,Churned,2025-11-21
M100526,CapitalOneConcierge,Standard,2025-07-19,Partner,25.0,Active,
M100527,CapitalOneConcierge,Standard,2026-01-05,Partner,25.0,Active,
M100528,CapitalOneConcierge,Plus,2025-07-09,Referral,60.0,Active,
M100529,VelocityBlack,Plus,2026-01-30,Direct,60.0,Active,
M100530,CapitalOneConcierge,Plus,2025-03-12,Referral,60.0,Active,
M100531,CapitalOneConcierge,Plus,2024-09-04,Direct,60.0,Active,
M100532,VelocityBlack,Premium,2025-09-06,Direct,150.0,Churned,2025-08-07
M100533,CapitalOneConcierge,Standard,2024-12-26,Direct,25.0,Active,
M100534,VelocityBlack,Plus,2024-09-08,Direct,60.0,Churned,2025-11-01
M100535,VelocityBlack,Plus,2024-12-09,Partner,60.0,Active,
M100536,CapitalOneConcierge,Standard,2026-01-20,Direct,25.0,Active,
M100537,VelocityBlack,Plus,2025-10-29,Direct,60.0,Active,
M100538,VelocityBlack,Plus,2025-01-29,Partner,60.0,Active,
M100539,CapitalOneConcierge,Plus,2025-07-22,Partner,60.0,Churned,2026-01-13
M100540,CapitalOneConcierge,Standard,2025-03-05,Partner,25.0,Active,
M100541,CapitalOneConcierge,Standard,2024-12-07,Partner,25.0,Active,
M100542,CapitalOneConcierge,Standard,2026-02-18,Direct,25.0,Churned,2025-07-10
M100543,CapitalOneConcierge,Standard,2025-11-16,Partner,25.0,Active,
M100544,VelocityBlack,Plus,2025-03-18,Direct,60.0,Active,
M100545,VelocityBlack,Standard,2025-03-12,Direct,25.0,Active,
M100546,VelocityBlack,Premium,2025-11-17,Direct,150.0,Active,
M100547,VelocityBlack,Premium,2025-05-09,Partner,150.0,Active,
M100548,CapitalOneConcierge,Standard,2025-03-25,Direct,25.0,Active,
M100549,VelocityBlack,Standard,2025-03-31,Partner,25.0,Active,
M100550,CapitalOneConcierge,Standard,2025-05-02,Direct,25.0,Active,
M100551,VelocityBlack,Premium,2025-06-11,Direct,150.0,Active,
M100552,VelocityBlack,Standard,2024-09-24,Direct,25.0,Active,
M100553,CapitalOneConcierge,Standard,2025-05-20,Direct,25.0,Churned,2026-01-26
M100554,VelocityBlack,Plus,2025-04-28,Direct,60.0,Active,
M100555,VelocityBlack,Premium,2025-01-29,Partner,150.0,Active,
M100556,VelocityBlack,Plus,2025-03-13,Direct,60.0,Active,
M100557,CapitalOneConcierge,Standard,2025-04-20,Direct,25.0,Active,
M100558,CapitalOneConcierge,Standard,2025-03-19,Partner,25.0,Active,
M100559,CapitalOneConcierge,Standard,2026-01-06,Direct,25.0,Active,
M100560,VelocityBlack,Premium,2025-06-15,Direct,150.0,Active,
M100561,VelocityBlack,Standard,2025-06-01,Direct,25.0,Active,
M100562,CapitalOneConcierge,Plus,2025-01-22,Direct,60.0,Active,
M100563,CapitalOneConcierge,Standard,2026-01-10,Direct,25.0,Active,
M100564,CapitalOneConcierge,Plus,2024-09-15,Partner,60.0,Churned,2025-08-03
M100565,CapitalOneConcierge,Standard,2025-06-27,Direct,25.0,Active,
M100566,CapitalOneConcierge,Standard,2024-12-03,Partner,25.0,Active,
M100567,VelocityBlack,Plus,2025-10-23,Direct,60.0,Active,
M100568,VelocityBlack,Plus,2025-03-26,Partner,60.0,Active,
M100569,CapitalOneConcierge,Standard,2025-02-08,Partner,25.0,Active,
M100570,VelocityBlack,Plus,2024-10-04,Direct,60.0,Churned,2025-08-28
M100571,CapitalOneConcierge,Plus,2025-11-03,Direct,60.0,Active,
M100572,CapitalOneConcierge,Premium,2025-04-05,Direct,150.0,Active,
M100573,CapitalOneConcierge,Standard,2025-01-23,Referral,25.0,Churned,2025-10-05
M100574,CapitalOneConcierge,Plus,2025-12-02,Referral,60.0,Churned,2025-07-03
M100575,CapitalOneConcierge,Plus,2024-09-13,Direct,60.0,Active,
M100576,CapitalOneConcierge,Plus,2025-05-14,Partner,60.0,Active,
M100577,CapitalOneConcierge,Premium,2024-11-28,Direct,150.0,Active,
M100578,CapitalOneConcierge,Plus,2024-11-10,Direct,60.0,Active,
M100579,VelocityBlack,Plus,2024-09-14,Partner,60.0,Active,
M100580,CapitalOneConcierge,Plus,2024-12-13,Direct,60.0,Churned,2026-01-20
M100581,CapitalOneConcierge,Standard,2026-01-27,Direct,25.0,Active,
M100582,VelocityBlack,Standard,2025-05-01,Partner,25.0,Active,
M100583,VelocityBlack,Standard,2026-02-24,Direct,25.0,Active,
M100584,CapitalOneConcierge,Premium,2025-01-25,Partner,150.0,Active,
M100585,CapitalOneConcierge,Plus,2025-10-19,Direct,60.0,Churned,2025-12-07
M100586,VelocityBlack,Premium,2024-10-21,Direct,150.0,Active,
M100587,VelocityBlack,Standard,2024-10-31,Direct,25.0,Active,
M100588,VelocityBlack,Plus,2024-09-11,Referral,60.0,Churned,2025-08-18
M100589,VelocityBlack,Standard,2026-01-01,Direct,25.0,Active,
M100590,CapitalOneConcierge,Standard,2025-08-31,Direct,25.0,Active,
M100591,VelocityBlack,Premium,2025-10-09,Partner,150.0,Active,
M100592,VelocityBlack,Plus,2026-01-16,Referral,60.0,Churned,2025-11-17
M100593,CapitalOneConcierge,Plus,2025-03-01,Referral,60.0,Churned,2026-01-24
M100594,VelocityBlack,Plus,2025-09-28,Partner,60.0,Active,
M100595,VelocityBlack,Premium,2025-06-01,Direct,150.0,Active,
M100596,CapitalOneConcierge,Standard,2025-06-23,Partner,25.0,Churned,2025-07-01
M100597,CapitalOneConcierge,Plus,2025-08-26,Partner,60.0,Active,
M100598,CapitalOneConcierge,Standard,2025-05-14,Referral,25.0,Churned,2026-02-04
M100599,CapitalOneConcierge,Standard,2024-09-15,Partner,25.0,Churned,2025-08-13
M100600,CapitalOneConcierge,Standard,2024-10-13,Direct,25.0,Active,
M100601,CapitalOneConcierge,Plus,2025-05-31,Direct,60.0,Active,
M100602,CapitalOneConcierge,Standard,2025-07-07,Partner,25.0,Churned,2025-07-24
M100603,CapitalOneConcierge,Plus,2025-10-03,Direct,60.0,Active,
M100604,CapitalOneConcierge,Plus,2025-07-08,Direct,60.0,Active,
M100605,CapitalOneConcierge,Plus,2024-12-13,Direct,60.0,Active,
M100606,CapitalOneConcierge,Standard,2025-03-20,Partner,25.0,Churned,2025-10-22
M100607,VelocityBlack,Standard,2025-04-30,Referral,25.0,Churned,2025-10-26
M100608,CapitalOneConcierge,Standard,2026-02-16,Partner,25.0,Churned,2025-09-22
M100609,VelocityBlack,Premium,2025-06-17,Referral,150.0,Active,
M100610,CapitalOneConcierge,Plus,2025-08-11,Partner,60.0,Active,
M100611,CapitalOneConcierge,Standard,2025-10-05,Partner,25.0,Churned,2025-10-08
M100612,CapitalOneConcierge,Standard,2025-03-17,Direct,25.0,Active,
M100613,CapitalOneConcierge,Standard,2026-02-05,Partner,25.0,Active,
M100614,VelocityBlack,Plus,2025-09-02,Direct,60.0,Churned,2025-11-10
M100615,CapitalOneConcierge,Standard,2025-12-05,Direct,25.0,Churned,2025-12-30
M100616,CapitalOneConcierge,Plus,2025-10-12,Direct,60.0,Active,
M100617,VelocityBlack,Plus,2025-08-04,Partner,60.0,Churned,2025-12-18
M100618,VelocityBlack,Standard,2024-09-19,Partner,25.0,Active,
M100619,VelocityBlack,Premium,2025-07-15,Referral,150.0,Churned,2025-11-25
M100620,CapitalOneConcierge,Standard,2024-11-11,Referral,25.0,Active,
M100621,CapitalOneConcierge,Standard,2025-07-25,Referral,25.0,Active,
M100622,CapitalOneConcierge,Standard,2025-09-16,Direct,25.0,Active,
M100623,CapitalOneConcierge,Standard,2025-06-24,Referral,25.0,Active,
M100624,CapitalOneConcierge,Standard,2025-02-16,Partner,25.0,Active,
M100625,VelocityBlack,Plus,2024-10-05,Referral,60.0,Active,
M100626,CapitalOneConcierge,Plus,2025-08-31,Direct,60.0,Active,
M100627,VelocityBlack,Plus,2025-09-15,Direct,60.0,Active,
M100628,CapitalOneConcierge,Plus,2025-05-19,Referral,60.0,Churned,2026-01-05
M100629,CapitalOneConcierge,Standard,2025-09-24,Direct,25.0,Active,
M100630,CapitalOneConcierge,Premium,2025-10-28,Direct,150.0,Active,
M100631,CapitalOneConcierge,Standard,2025-06-06,Direct,25.0,Active,
M100632,VelocityBlack,Plus,2024-09-28,Direct,60.0,Active,
M100633,VelocityBlack,Standard,2025-12-17,Direct,25.0,Active,
M100634,VelocityBlack,Plus,2025-05-13,Referral,60.0,Active,
M100635,VelocityBlack,Premium,2025-09-01,Referral,150.0,Active,
M100636,CapitalOneConcierge,Standard,2026-01-07,Referral,25.0,Active,
M100637,CapitalOneConcierge,Plus,2025-03-17,Direct,60.0,Active,
M100638,CapitalOneConcierge,Standard,2025-08-04,Direct,25.0,Active,
M100639,CapitalOneConcierge,Plus,2024-09-13,Direct,60.0,Active,
M100640,CapitalOneConcierge,Plus,2025-12-24,Direct,60.0,Churned,2025-11-09
M100641,CapitalOneConcierge,Plus,2024-10-04,Direct,60.0,Active,
M100642,VelocityBlack,Standard,2025-06-22,Partner,25.0,Churned,2025-12-18
M100643,VelocityBlack,Plus,2025-03-11,Referral,60.0,Active,
M100644,CapitalOneConcierge,Plus,2024-09-22,Direct,60.0,Active,
M100645,CapitalOneConcierge,Standard,2025-05-10,Direct,25.0,Active,
M100646,VelocityBlack,Standard,2026-01-21,Direct,25.0,Active,
M100647,CapitalOneConcierge,Standard,2024-12-02,Direct,25.0,Active,
M100648,CapitalOneConcierge,Standard,2025-02-07,Direct,25.0,Active,
M100649,VelocityBlack,Plus,2024-12-14,Direct,60.0,Active,
M100650,VelocityBlack,Plus,2024-11-09,Direct,60.0,Active,
M100651,CapitalOneConcierge,Standard,2025-01-05,Direct,25.0,Active,
M100652,CapitalOneConcierge,Standard,2025-07-08,Partner,25.0,Active,
M100653,VelocityBlack,Premium,2025-10-29,Direct,150.0,Active,
M100654,CapitalOneConcierge,Plus,2025-09-10,Direct,60.0,Churned,2025-09-29
M100655,VelocityBlack,Plus,2025-10-24,Direct,60.0,Active,
M100656,CapitalOneConcierge,Standard,2025-09-24,Direct,25.0,Active,
M100657,VelocityBlack,Standard,2025-03-28,Partner,25.0,Churned,2026-02-01
M100658,CapitalOneConcierge,Premium,2026-01-02,Partner,150.0,Active,
M100659,VelocityBlack,Plus,2024-12-05,Referral,60.0,Active,
M100660,VelocityBlack,Premium,2025-09-15,Partner,150.0,Active,
M100661,CapitalOneConcierge,Plus,2024-11-01,Direct,60.0,Churned,2025-10-17
M100662,VelocityBlack,Standard,2025-10-21,Direct,25.0,Active,
M100663,VelocityBlack,Plus,2024-10-20,Direct,60.0,Active,
M100664,VelocityBlack,Standard,2024-12-28,Direct,25.0,Active,
M100665,CapitalOneConcierge,Standard,2025-04-02,Referral,25.0,Active,
M100666,CapitalOneConcierge,Standard,2025-09-13,Direct,25.0,Active,
M100667,CapitalOneConcierge,Plus,2024-09-27,Direct,60.0,Active,
M100668,VelocityBlack,Plus,2025-01-19,Direct,60.0,Active,
M100669,VelocityBlack,Standard,2025-03-02,Direct,25.0,Churned,2025-08-20
M100670,VelocityBlack,Plus,2025-10-02,Referral,60.0,Churned,2025-09-12
M100671,CapitalOneConcierge,Standard,2026-02-04,Direct,25.0,Active,
M100672,CapitalOneConcierge,Plus,2025-07-31,Direct,60.0,Active,
M100673,CapitalOneConcierge,Plus,2025-06-04,Direct,60.0,Active,
M100674,CapitalOneConcierge,Standard,2025-03-03,Partner,25.0,Active,
M100675,VelocityBlack,Standard,2025-11-21,Direct,25.0,Churned,2026-01-06
M100676,CapitalOneConcierge,Standard,2024-10-30,Partner,25.0,Active,
M100677,CapitalOneConcierge,Plus,2024-11-11,Direct,60.0,Active,
M100678,VelocityBlack,Plus,2024-12-20,Direct,60.0,Active,
M100679,VelocityBlack,Premium,2025-01-25,Referral,150.0,Active,
M100680,VelocityBlack,Plus,2025-05-10,Direct,60.0,Active,
M100681,VelocityBlack,Standard,2026-01-27,Direct,25.0,Churned,2025-12-09
M100682,VelocityBlack,Standard,2025-08-20,Partner,25.0,Active,
M100683,CapitalOneConcierge,Standard,2025-03-29,Direct,25.0,Active,
M100684,CapitalOneConcierge,Plus,2024-12-26,Direct,60.0,Active,
M100685,VelocityBlack,Plus,2025-08-19,Partner,60.0,Active,
M100686,VelocityBlack,Premium,2025-01-17,Direct,150.0,Active,
M100687,CapitalOneConcierge,Standard,2026-02-12,Direct,25.0,Active,
M100688,CapitalOneConcierge,Premium,2025-05-18,Direct,150.0,Active,
M100689,CapitalOneConcierge,Plus,2025-06-27,Partner,60.0,Active,
M100690,VelocityBlack,Premium,2026-01-03,Direct,150.0,Active,
M100691,CapitalOneConcierge,Standard,2025-02-14,Direct,25.0,Active,
M100692,VelocityBlack,Standard,2025-05-15,Partner,25.0,Active,
M100693,VelocityBlack,Premium,2025-06-17,Partner,150.0,Active,
M100694,CapitalOneConcierge,Plus,2025-01-27,Referral,60.0,Active,
M100695,CapitalOneConcierge,Standard,2024-10-02,Direct,25.0,Active,
M100696,CapitalOneConcierge,Standard,2025-02-03,Direct,25.0,Active,
M100697,CapitalOneConcierge,Plus,2024-11-02,Direct,60.0,Active,
M100698,CapitalOneConcierge,Standard,2025-09-02,Partner,25.0,Churned,2025-09-24
M100699,VelocityBlack,Plus,2024-09-06,Direct,60.0,Active,
M100700,VelocityBlack,Standard,2025-02-20,Partner,25.0,Churned,2026-02-06
M100701,VelocityBlack,Plus,2025-12-24,Direct,60.0,Active,
M100702,VelocityBlack,Premium,2025-07-07,Partner,150.0,Active,
M100703,CapitalOneConcierge,Standard,2025-08-31,Partner,25.0,Churned,2025-07-05
M100704,VelocityBlack,Standard,2025-08-29,Direct,25.0,Active,
M100705,CapitalOneConcierge,Standard,2025-02-11,Referral,25.0,Active,
M100706,CapitalOneConcierge,Plus,2025-08-10,Referral,60.0,Churned,2025-07-24
M100707,CapitalOneConcierge,Standard,2024-12-31,Direct,25.0,Active,
M100708,VelocityBlack,Plus,2025-08-12,Direct,60.0,Active,
M100709,CapitalOneConcierge,Plus,2025-09-06,Partner,60.0,Active,
M100710,CapitalOneConcierge,Standard,2025-12-20,Direct,25.0,Active,
M100711,CapitalOneConcierge,Plus,2026-01-12,Direct,60.0,Active,
M100712,CapitalOneConcierge,Standard,2024-09-15,Direct,25.0,Active,
M100713,CapitalOneConcierge,Plus,2025-02-11,Referral,60.0,Active,
M100714,CapitalOneConcierge,Standard,2025-06-25,Direct,25.0,Active,
M100715,VelocityBlack,Premium,2025-02-23,Partner,150.0,Active,
M100716,CapitalOneConcierge,Premium,2025-08-03,Direct,150.0,Active,
M100717,VelocityBlack,Standard,2025-12-08,Direct,25.0,Active,
M100718,CapitalOneConcierge,Plus,2025-01-20,Referral,60.0,Active,
M100719,CapitalOneConcierge,Standard,2025-12-29,Direct,25.0,Active,
M100720,CapitalOneConcierge,Plus,2025-12-23,Direct,60.0,Active,
M100721,VelocityBlack,Plus,2026-01-09,Direct,60.0,Active,
M100722,VelocityBlack,Plus,2024-10-12,Partner,60.0,Active,
M100723,CapitalOneConcierge,Standard,2025-02-08,Direct,25.0,Active,
M100724,VelocityBlack,Premium,2024-11-09,Direct,150.0,Active,
M100725,VelocityBlack,Standard,2024-11-06,Direct,25.0,Active,
M100726,VelocityBlack,Premium,2024-10-01,Direct,150.0,Active,
M100727,VelocityBlack,Premium,2025-04-28,Direct,150.0,Active,
M100728,CapitalOneConcierge,Plus,2024-10-20,Direct,60.0,Active,
M100729,CapitalOneConcierge,Premium,2025-02-09,Direct,150.0,Active,
M100730,VelocityBlack,Plus,2026-02-14,Direct,60.0,Churned,2025-08-18
M100731,VelocityBlack,Plus,2025-12-24,Partner,60.0,Active,
M100732,VelocityBlack,Plus,2026-01-22,Partner,60.0,Churned,2026-01-23
M100733,VelocityBlack,Standard,2024-09-22,Direct,25.0,Active,
M100734,VelocityBlack,Premium,2025-08-25,Direct,150.0,Active,
M100735,CapitalOneConcierge,Standard,2025-08-11,Direct,25.0,Churned,2025-12-10
